Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	245254	28575	88878
mitochondrial-Ath-AsnGTT-183766	0	0	0
mitochondrial-Ath-AspGTC-171828	0	0	8
mitochondrial-Ath-CysGCA-171829	0	0	0
mitochondrial-Ath-GlnTTG-171830	0	0	0
mitochondrial-Ath-GluTTC-171831	0	0	0
mitochondrial-Ath-GlyGCC-171832	0	0	0
mitochondrial-Ath-HisGTG-171833	1	0	0
mitochondrial-Ath-IleCAT-171837	0	0	0
mitochondrial-Ath-LysTTT-171834	0	0	0
mitochondrial-Ath-ProTGG-171838	0	0	0
mitochondrial-Ath-SerGCT-171840	0	0	0
mitochondrial-Ath-SerGGA-171839	0	0	0
mitochondrial-Ath-SerTGA-171841	0	0	0
mitochondrial-Ath-TrpCCA-171842	3	2	0
mitochondrial-Ath-TyrGTA-171843	0	0	0
mitochondrial-Ath-TyrGTA-171844	0	0	0
mitochondrial-Ath-eMetCAT-171836	0	0	0
mitochondrial-Ath-iMetCAT-171835	0	0	0
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	0
mitochondrial-Ath-stemloop-309033	0	0	0
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	0	0
mitochondrial-Ath-stemloop-358842	0	0	0
mitochondrial-Ath-stemloop-36709	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	0	0
mitochondrial-Ath-stemloop-c1924	0	0	0
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
mitochondrial-Bla-iMetCAT-99991	43	6	19
mitochondrial-Lpy-GluTTC-LpChr7B	0	0	0
mitochondrial-Lpy-IleCAT-LpChr36	0	0	0
mitochondrial-Lpy-LysTTT-LpChr1C2	0	0	0
mitochondrial-Lpy-TrpCCA-LpChr43_cplike	0	0	0
mitochondrial-Lpy-eMetCAT-LpChr43_cplike	0	0	0
mitochondrial-Lpy-iMetCAT-LpChr3A	0	1	0
mitochondrial-Osu-GluTTC-Chr1	0	0	0
mitochondrial-Osu-GluTTC-Chr18	0	0	0
mitochondrial-Osu-GluTTC-Chr30	0	0	0
mitochondrial-Osu-IleCAT-Chr25	0	0	0
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	0	0	0
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	0	0	0
nuclear-Ath-AlaAGC-171748	1288	279	1028
nuclear-Ath-AlaAGC-171749	1741	406	1599
nuclear-Ath-AlaAGC-183743	678	180	385
nuclear-Ath-AlaCGC-171750	0	0	4
nuclear-Ath-AlaCGC-171752	518	140	315
nuclear-Ath-AlaCGC-183744	30	0	0
nuclear-Ath-AlaTGC-171747	1314	325	981
nuclear-Ath-AlaTGC-171751	1623	427	803
nuclear-Ath-ArgACG-171679	2	0	0
nuclear-Ath-ArgACG-171680	13	3	3
nuclear-Ath-ArgACG-171681	3321	738	473
nuclear-Ath-ArgACG-171682	2	2	1
nuclear-Ath-ArgACG-171683	180	49	20
nuclear-Ath-ArgACG-171772	0	0	0
nuclear-Ath-ArgCCG-171678	4968	820	918
nuclear-Ath-ArgCCG-171686	0	0	0
nuclear-Ath-ArgCCG-183763	0	0	1
nuclear-Ath-ArgCCT-171715	0	0	53
nuclear-Ath-ArgCCT-171716	1475	302	496
nuclear-Ath-ArgCCT-171719	0	0	17
nuclear-Ath-ArgTCG-171676	4351	864	897
nuclear-Ath-ArgTCG-171677	7	2	0
nuclear-Ath-ArgTCT-171693	2	0	11
nuclear-Ath-ArgTCT-171694	123	13	8
nuclear-Ath-ArgTCT-171695	0	0	2
nuclear-Ath-ArgTCT-171696	156	15	19
nuclear-Ath-ArgTCT-171714	1412	89	133
