Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	52100	9411	49731
mitochondrial-Ath-AsnGTT-183766	0	0	0
mitochondrial-Ath-AspGTC-171828	0	0	0
mitochondrial-Ath-CysGCA-171829	0	0	0
mitochondrial-Ath-GlnTTG-171830	0	0	0
mitochondrial-Ath-GluTTC-171831	821	406	939
mitochondrial-Ath-GlyGCC-171832	0	0	0
mitochondrial-Ath-HisGTG-171833	0	0	0
mitochondrial-Ath-IleCAT-171837	0	0	1
mitochondrial-Ath-LysTTT-171834	145	75	325
mitochondrial-Ath-ProTGG-171838	0	0	0
mitochondrial-Ath-SerGCT-171840	0	0	0
mitochondrial-Ath-SerGGA-171839	0	0	0
mitochondrial-Ath-SerTGA-171841	0	0	0
mitochondrial-Ath-TrpCCA-171842	0	0	22
mitochondrial-Ath-TyrGTA-171843	0	0	0
mitochondrial-Ath-TyrGTA-171844	0	0	0
mitochondrial-Ath-eMetCAT-171836	7	2	0
mitochondrial-Ath-iMetCAT-171835	0	0	0
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	0
mitochondrial-Ath-stemloop-309033	0	0	0
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	0	0
mitochondrial-Ath-stemloop-358842	0	0	0
mitochondrial-Ath-stemloop-36709	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	0	0
mitochondrial-Ath-stemloop-c1924	0	0	0
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
mitochondrial-Bla-iMetCAT-99991	2	1	2
mitochondrial-Lpy-GluTTC-LpChr7B	862	441	905
mitochondrial-Lpy-IleCAT-LpChr36	71	20	165
mitochondrial-Lpy-LysTTT-LpChr1C2	159	54	259
mitochondrial-Lpy-TrpCCA-LpChr43_cplike	766	254	633
mitochondrial-Lpy-eMetCAT-LpChr43_cplike	18	1	2
mitochondrial-Lpy-iMetCAT-LpChr3A	1102	433	1209
mitochondrial-Osu-GluTTC-Chr1	758	418	928
mitochondrial-Osu-GluTTC-Chr18	0	0	1
mitochondrial-Osu-GluTTC-Chr30	0	0	45
mitochondrial-Osu-IleCAT-Chr25	76	19	187
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	66	14	51
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	1	1	4
nuclear-Ath-AlaAGC-171748	60151	47261	325971
nuclear-Ath-AlaAGC-171749	32353	23825	170207
nuclear-Ath-AlaAGC-183743	26398	19534	128515
nuclear-Ath-AlaCGC-171750	33815	26170	170950
nuclear-Ath-AlaCGC-171752	9528	5884	22162
nuclear-Ath-AlaCGC-183744	42	21	77
nuclear-Ath-AlaTGC-171747	61421	46695	299489
nuclear-Ath-AlaTGC-171751	37652	25223	123323
nuclear-Ath-ArgACG-171679	265	175	294
nuclear-Ath-ArgACG-171680	4	27	24
nuclear-Ath-ArgACG-171681	0	1	0
nuclear-Ath-ArgACG-171682	22	27	28
nuclear-Ath-ArgACG-171683	6954	3984	5791
nuclear-Ath-ArgACG-171772	0	0	2
nuclear-Ath-ArgCCG-171678	125883	54404	226056
nuclear-Ath-ArgCCG-171686	0	0	0
nuclear-Ath-ArgCCG-183763	13	3	63
nuclear-Ath-ArgCCT-171715	2954	3061	6048
nuclear-Ath-ArgCCT-171716	17670	16898	35896
nuclear-Ath-ArgCCT-171719	12	3	20
nuclear-Ath-ArgTCG-171676	73347	61508	110666
nuclear-Ath-ArgTCG-171677	61953	29049	79685
nuclear-Ath-ArgTCT-171693	9	5	17
nuclear-Ath-ArgTCT-171694	955	245	820
nuclear-Ath-ArgTCT-171695	8	1	6
nuclear-Ath-ArgTCT-171696	1055	293	931
nuclear-Ath-ArgTCT-171714	24597	7243	25186
nuclear-Ath-ArgTCT-171717	1043	348	1466
nuclear-Ath-ArgTCT-183731	13	3	8
nuclear-Ath-AsnGTT-171725	128	93	371
nuclear-Ath-AsnGTT-171727	52996	31007	108258
nuclear-Ath-AsnGTT-171729	70	61	187
nuclear-Ath-AsnGTT-183736	98	55	239
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	2177	1571	5065
nuclear-Ath-AsnGTT-183739	4	1	73
nuclear-Ath-AspGTC-171804	209323	118626	145061
nuclear-Ath-AspGTC-183754	1209	670	3456
nuclear-Ath-AspGTC-183755	5	3	24
nuclear-Ath-AspGTC-183756	83	51	24218
nuclear-Ath-AspGTC-183757	24	12	9753
nuclear-Ath-CysGCA-171684	0	1	3
nuclear-Ath-CysGCA-171742	2	0	2
nuclear-Ath-CysGCA-171756	8	1	45
nuclear-Ath-CysGCA-171757	33464	9521	403684
nuclear-Ath-CysGCA-171758	1	0	0
nuclear-Ath-CysGCA-171759	29	6	2668
nuclear-Ath-CysGCA-171762	0	1	5
nuclear-Ath-CysGCA-183716	0	1	8
nuclear-Ath-CysGCA-183742	0	0	3
nuclear-Ath-CysGCA-183745	1	1	0
nuclear-Ath-GlnCTG-171763	1243	310	1384
nuclear-Ath-GlnCTG-171765	23	5	51
nuclear-Ath-GlnCTG-171773	7	11	1
nuclear-Ath-GlnCTG-171774	66651	18052	34538
nuclear-Ath-GlnCTG-171775	487	179	336
nuclear-Ath-GlnTTG-171777	79584	37101	72083
nuclear-Ath-GlnTTG-183749	0	0	0
nuclear-Ath-GluCTC-171821	0	0	1
nuclear-Ath-GluCTC-171824	16818	3773	13185
nuclear-Ath-GluCTC-171825	1906	452	3618
nuclear-Ath-GluCTC-183765	16	4	3007
nuclear-Ath-GluTTC-171820	12	0	48
nuclear-Ath-GluTTC-171822	8	3	21
nuclear-Ath-GluTTC-171826	58781	12966	38352
nuclear-Ath-GluTTC-183764	108	32	252
nuclear-Ath-GlyCCC-171713	32960	17763	50399
nuclear-Ath-GlyGCC-171688	32	22	107
nuclear-Ath-GlyGCC-171690	262	101	2166
nuclear-Ath-GlyGCC-171691	144377	59144	215732
nuclear-Ath-GlyGCC-171692	1391	870	3091
nuclear-Ath-GlyGCC-183730	0	0	1
nuclear-Ath-GlyTCC-171720	45104	33744	151411
nuclear-Ath-HisGTG-171768	40276	17988	72984
nuclear-Ath-HisGTG-171770	12224	6250	30861
nuclear-Ath-HisGTG-183747	7	6	15
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	34252	27621	157064
nuclear-Ath-IleAAT-171736	1	2	1774
nuclear-Ath-IleTAT-171721	0	0	25
nuclear-Ath-IleTAT-171764	3578	2938	13822
nuclear-Ath-LeuAAG-171816	15626	8024	38787
nuclear-Ath-LeuAAG-171817	15624	8144	39006
nuclear-Ath-LeuCAA-171786	7713	3694	17094
nuclear-Ath-LeuCAA-171787	822	345	879
nuclear-Ath-LeuCAA-171789	47037	22128	51902
nuclear-Ath-LeuCAA-171790	1	1	1
nuclear-Ath-LeuCAA-183751	0	1	242
