Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	858	80	217
mitochondrial-Ath-AsnGTT-183766	0	0	0
mitochondrial-Ath-AspGTC-171828	0	0	0
mitochondrial-Ath-CysGCA-171829	0	0	0
mitochondrial-Ath-GlnTTG-171830	0	0	0
mitochondrial-Ath-GluTTC-171831	0	0	0
mitochondrial-Ath-GlyGCC-171832	0	0	0
mitochondrial-Ath-HisGTG-171833	0	0	0
mitochondrial-Ath-IleCAT-171837	0	0	0
mitochondrial-Ath-LysTTT-171834	0	0	0
mitochondrial-Ath-ProTGG-171838	0	0	0
mitochondrial-Ath-SerGCT-171840	0	0	0
mitochondrial-Ath-SerGGA-171839	0	0	0
mitochondrial-Ath-SerTGA-171841	0	0	0
mitochondrial-Ath-TrpCCA-171842	0	0	0
mitochondrial-Ath-TyrGTA-171843	0	0	0
mitochondrial-Ath-TyrGTA-171844	0	0	0
mitochondrial-Ath-eMetCAT-171836	0	0	0
mitochondrial-Ath-iMetCAT-171835	0	0	0
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	0
mitochondrial-Ath-stemloop-309033	0	0	0
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	0	0
mitochondrial-Ath-stemloop-358842	0	0	0
mitochondrial-Ath-stemloop-36709	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	0	0
mitochondrial-Ath-stemloop-c1924	0	0	0
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
mitochondrial-Bla-iMetCAT-99991	0	0	0
mitochondrial-Lpy-GluTTC-LpChr7B	0	0	0
mitochondrial-Lpy-IleCAT-LpChr36	0	0	0
mitochondrial-Lpy-LysTTT-LpChr1C2	0	0	0
mitochondrial-Lpy-TrpCCA-LpChr43_cplike	0	0	0
mitochondrial-Lpy-eMetCAT-LpChr43_cplike	0	0	0
mitochondrial-Lpy-iMetCAT-LpChr3A	0	0	0
mitochondrial-Osu-GluTTC-Chr1	0	0	0
mitochondrial-Osu-GluTTC-Chr18	0	0	0
mitochondrial-Osu-GluTTC-Chr30	0	0	0
mitochondrial-Osu-IleCAT-Chr25	0	0	0
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	0	0	0
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	0	0	0
nuclear-Ath-AlaAGC-171748	5	2	3
nuclear-Ath-AlaAGC-171749	7	2	1
nuclear-Ath-AlaAGC-183743	3	0	1
nuclear-Ath-AlaCGC-171750	0	0	0
nuclear-Ath-AlaCGC-171752	1	0	1
nuclear-Ath-AlaCGC-183744	0	0	0
nuclear-Ath-AlaTGC-171747	6	3	1
nuclear-Ath-AlaTGC-171751	3	1	2
nuclear-Ath-ArgACG-171679	0	0	0
nuclear-Ath-ArgACG-171680	0	0	0
nuclear-Ath-ArgACG-171681	3	0	0
nuclear-Ath-ArgACG-171682	0	0	0
nuclear-Ath-ArgACG-171683	1	0	0
nuclear-Ath-ArgACG-171772	0	0	0
nuclear-Ath-ArgCCG-171678	12	0	3
nuclear-Ath-ArgCCG-171686	0	0	0
nuclear-Ath-ArgCCG-183763	0	0	0
nuclear-Ath-ArgCCT-171715	0	0	0
nuclear-Ath-ArgCCT-171716	2	0	0
nuclear-Ath-ArgCCT-171719	0	0	0
nuclear-Ath-ArgTCG-171676	9	0	3
nuclear-Ath-ArgTCG-171677	0	0	0
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	0	0	0
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	0	0	0
nuclear-Ath-ArgTCT-171714	5	0	0
nuclear-Ath-ArgTCT-171717	1	0	0
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	1	0	0
nuclear-Ath-AsnGTT-171727	6	0	2
nuclear-Ath-AsnGTT-171729	0	0	0
nuclear-Ath-AsnGTT-183736	0	0	0
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	0	0	0
nuclear-Ath-AsnGTT-183739	0	0	0
nuclear-Ath-AspGTC-171804	2	3	4
nuclear-Ath-AspGTC-183754	0	0	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	0	0	1
nuclear-Ath-AspGTC-183757	0	0	0
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	0	0	0
nuclear-Ath-CysGCA-171757	0	0	1
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	0	0	0
nuclear-Ath-CysGCA-171762	0	0	0
nuclear-Ath-CysGCA-183716	0	0	0
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	0	0	0
nuclear-Ath-GlnCTG-171763	1	0	2
nuclear-Ath-GlnCTG-171765	0	0	0
nuclear-Ath-GlnCTG-171773	0	0	0
nuclear-Ath-GlnCTG-171774	0	0	0
nuclear-Ath-GlnCTG-171775	0	0	0
nuclear-Ath-GlnTTG-171777	0	0	0
nuclear-Ath-GlnTTG-183749	0	0	0
nuclear-Ath-GluCTC-171821	0	0	0
nuclear-Ath-GluCTC-171824	0	1	0
nuclear-Ath-GluCTC-171825	0	0	0
nuclear-Ath-GluCTC-183765	0	0	0
nuclear-Ath-GluTTC-171820	0	0	0
nuclear-Ath-GluTTC-171822	0	0	0
nuclear-Ath-GluTTC-171826	5	0	2
nuclear-Ath-GluTTC-183764	0	0	0
nuclear-Ath-GlyCCC-171713	13	2	20
nuclear-Ath-GlyGCC-171688	0	0	0
nuclear-Ath-GlyGCC-171690	0	0	0
nuclear-Ath-GlyGCC-171691	10	0	1
nuclear-Ath-GlyGCC-171692	0	0	0
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	6	0	1
nuclear-Ath-HisGTG-171768	0	0	2
nuclear-Ath-HisGTG-171770	1	0	1
nuclear-Ath-HisGTG-183747	0	0	0
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	14	3	6
nuclear-Ath-IleAAT-171736	0	0	0
nuclear-Ath-IleTAT-171721	0	0	0
nuclear-Ath-IleTAT-171764	0	0	0
nuclear-Ath-LeuAAG-171816	6	0	3
nuclear-Ath-LeuAAG-171817	3	0	4
nuclear-Ath-LeuCAA-171786	0	0	0
nuclear-Ath-LeuCAA-171787	1	0	1
nuclear-Ath-LeuCAA-171789	8	1	1
nuclear-Ath-LeuCAA-171790	0	0	0
nuclear-Ath-LeuCAA-183751	0	0	0
nuclear-Ath-LeuCAG-171781	21	7	0
nuclear-Ath-LeuTAA-171698	0	0	1
nuclear-Ath-LeuTAA-171699	1	0	0
nuclear-Ath-LeuTAA-171791	1	0	1
nuclear-Ath-LeuTAG-171673	0	0	0
nuclear-Ath-LeuTAG-171675	1	2	1
nuclear-Ath-LeuTAG-171685	1	0	0
nuclear-Ath-LysCTT-171703	0	0	0
nuclear-Ath-LysCTT-171704	1	0	3
nuclear-Ath-LysCTT-183733	0	0	0
nuclear-Ath-LysTTT-171707	0	0	0
nuclear-Ath-LysTTT-171712	4	1	1
nuclear-Ath-LysTTT-183734	0	0	0
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	3	0	1
nuclear-Ath-ProAGG-171737	0	0	0
