Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	21587	2390	6788
mitochondrial-Ath-AsnGTT-183766	0	0	0
mitochondrial-Ath-AspGTC-171828	0	0	0
mitochondrial-Ath-CysGCA-171829	0	0	0
mitochondrial-Ath-GlnTTG-171830	0	0	0
mitochondrial-Ath-GluTTC-171831	0	0	0
mitochondrial-Ath-GlyGCC-171832	0	0	0
mitochondrial-Ath-HisGTG-171833	1	0	0
mitochondrial-Ath-IleCAT-171837	0	0	0
mitochondrial-Ath-LysTTT-171834	0	0	0
mitochondrial-Ath-ProTGG-171838	0	0	0
mitochondrial-Ath-SerGCT-171840	0	0	0
mitochondrial-Ath-SerGGA-171839	0	0	0
mitochondrial-Ath-SerTGA-171841	0	0	0
mitochondrial-Ath-TrpCCA-171842	0	0	0
mitochondrial-Ath-TyrGTA-171843	0	0	0
mitochondrial-Ath-TyrGTA-171844	0	0	0
mitochondrial-Ath-eMetCAT-171836	0	0	0
mitochondrial-Ath-iMetCAT-171835	0	0	0
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	0
mitochondrial-Ath-stemloop-309033	0	0	0
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	0	0
mitochondrial-Ath-stemloop-358842	0	0	0
mitochondrial-Ath-stemloop-36709	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	0	0
mitochondrial-Ath-stemloop-c1924	0	0	0
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
mitochondrial-Bla-iMetCAT-99991	1	0	0
mitochondrial-Lpy-GluTTC-LpChr7B	0	0	0
mitochondrial-Lpy-IleCAT-LpChr36	0	0	0
mitochondrial-Lpy-LysTTT-LpChr1C2	0	0	0
mitochondrial-Lpy-TrpCCA-LpChr43_cplike	0	0	0
mitochondrial-Lpy-eMetCAT-LpChr43_cplike	0	0	0
mitochondrial-Lpy-iMetCAT-LpChr3A	0	0	0
mitochondrial-Osu-GluTTC-Chr1	0	0	0
mitochondrial-Osu-GluTTC-Chr18	0	0	0
mitochondrial-Osu-GluTTC-Chr30	0	0	0
mitochondrial-Osu-IleCAT-Chr25	0	0	0
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	0	0	0
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	0	0	0
nuclear-Ath-AlaAGC-171748	174	48	130
nuclear-Ath-AlaAGC-171749	170	49	141
nuclear-Ath-AlaAGC-183743	66	18	30
nuclear-Ath-AlaCGC-171750	1	0	2
nuclear-Ath-AlaCGC-171752	84	13	28
nuclear-Ath-AlaCGC-183744	2	0	4
nuclear-Ath-AlaTGC-171747	187	38	136
nuclear-Ath-AlaTGC-171751	164	43	109
nuclear-Ath-ArgACG-171679	0	0	0
nuclear-Ath-ArgACG-171680	1	0	0
nuclear-Ath-ArgACG-171681	249	44	34
nuclear-Ath-ArgACG-171682	0	0	0
nuclear-Ath-ArgACG-171683	11	0	1
nuclear-Ath-ArgACG-171772	0	0	0
nuclear-Ath-ArgCCG-171678	406	52	73
nuclear-Ath-ArgCCG-171686	0	0	0
nuclear-Ath-ArgCCG-183763	0	0	0
nuclear-Ath-ArgCCT-171715	0	0	3
nuclear-Ath-ArgCCT-171716	133	34	24
nuclear-Ath-ArgCCT-171719	0	0	1
nuclear-Ath-ArgTCG-171676	526	84	102
nuclear-Ath-ArgTCG-171677	0	4	0
nuclear-Ath-ArgTCT-171693	0	0	0
nuclear-Ath-ArgTCT-171694	14	0	2
nuclear-Ath-ArgTCT-171695	0	0	0
nuclear-Ath-ArgTCT-171696	11	0	1
nuclear-Ath-ArgTCT-171714	142	7	8
nuclear-Ath-ArgTCT-171717	2	0	1
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	17	1	5
nuclear-Ath-AsnGTT-171727	109	15	33
nuclear-Ath-AsnGTT-171729	0	0	0
nuclear-Ath-AsnGTT-183736	0	0	0
