Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	38097	6559	33519
mitochondrial-Ath-AsnGTT-183766	1	0	0
mitochondrial-Ath-AspGTC-171828	0	0	1
mitochondrial-Ath-CysGCA-171829	0	0	2
mitochondrial-Ath-GlnTTG-171830	0	0	0
mitochondrial-Ath-GluTTC-171831	268	140	330
mitochondrial-Ath-GlyGCC-171832	0	0	0
mitochondrial-Ath-HisGTG-171833	2	0	2
mitochondrial-Ath-IleCAT-171837	0	0	1
mitochondrial-Ath-LysTTT-171834	0	1	2
mitochondrial-Ath-ProTGG-171838	0	0	0
mitochondrial-Ath-SerGCT-171840	0	0	0
mitochondrial-Ath-SerGGA-171839	0	0	0
mitochondrial-Ath-SerTGA-171841	0	0	0
mitochondrial-Ath-TrpCCA-171842	0	1	3
mitochondrial-Ath-TyrGTA-171843	0	0	0
mitochondrial-Ath-TyrGTA-171844	13	5	15
mitochondrial-Ath-eMetCAT-171836	0	0	1
mitochondrial-Ath-iMetCAT-171835	1	0	0
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	0
mitochondrial-Ath-stemloop-309033	0	0	0
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	0	0
mitochondrial-Ath-stemloop-358842	0	0	0
mitochondrial-Ath-stemloop-36709	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	0	0
mitochondrial-Ath-stemloop-c1924	0	0	0
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	0	1
mitochondrial-Ath-stemloop-c83962	0	0	0
mitochondrial-Bla-iMetCAT-99991	6	0	36
mitochondrial-Lpy-GluTTC-LpChr7B	303	128	308
mitochondrial-Lpy-IleCAT-LpChr36	127	27	172
mitochondrial-Lpy-LysTTT-LpChr1C2	0	0	3
mitochondrial-Lpy-TrpCCA-LpChr43_cplike	25	14	20
mitochondrial-Lpy-eMetCAT-LpChr43_cplike	0	0	0
mitochondrial-Lpy-iMetCAT-LpChr3A	7	11	19
mitochondrial-Osu-GluTTC-Chr1	261	159	302
mitochondrial-Osu-GluTTC-Chr18	92	23	408
mitochondrial-Osu-GluTTC-Chr30	0	0	28
mitochondrial-Osu-IleCAT-Chr25	134	24	138
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	621	209	607
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	2329	524	1420
nuclear-Ath-AlaAGC-171748	86826	62076	377630
nuclear-Ath-AlaAGC-171749	29494	21616	132433
nuclear-Ath-AlaAGC-183743	24430	18571	125062
nuclear-Ath-AlaCGC-171750	46120	28078	201770
nuclear-Ath-AlaCGC-171752	913	387	2163
nuclear-Ath-AlaCGC-183744	31895	21792	112676
nuclear-Ath-AlaTGC-171747	114994	79825	559582
nuclear-Ath-AlaTGC-171751	5	186	736
nuclear-Ath-ArgACG-171679	56	32	75
nuclear-Ath-ArgACG-171680	58973	24781	31378
nuclear-Ath-ArgACG-171681	9	3	65
nuclear-Ath-ArgACG-171682	20145	12220	10595
nuclear-Ath-ArgACG-171683	7811	5957	7704
nuclear-Ath-ArgACG-171772	0	1	70
nuclear-Ath-ArgCCG-171678	57663	23355	94731
nuclear-Ath-ArgCCG-171686	0	0	0
nuclear-Ath-ArgCCG-183763	431	158	525
nuclear-Ath-ArgCCT-171715	1	27	153
nuclear-Ath-ArgCCT-171716	52390	34274	66598
nuclear-Ath-ArgCCT-171719	2	11	15
nuclear-Ath-ArgTCG-171676	54497	40807	67113
nuclear-Ath-ArgTCG-171677	74098	52594	69172
nuclear-Ath-ArgTCT-171693	14	3	6
nuclear-Ath-ArgTCT-171694	4036	710	793
nuclear-Ath-ArgTCT-171695	5	3	9
nuclear-Ath-ArgTCT-171696	4068	698	866
nuclear-Ath-ArgTCT-171714	34423	7694	27028
nuclear-Ath-ArgTCT-171717	855	117	521
nuclear-Ath-ArgTCT-183731	6	4	4
nuclear-Ath-AsnGTT-171725	48	33	99
nuclear-Ath-AsnGTT-171727	53962	29825	80996
nuclear-Ath-AsnGTT-171729	0	1	135
nuclear-Ath-AsnGTT-183736	23	18	55
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	47	31	463
nuclear-Ath-AsnGTT-183739	17	4	159
nuclear-Ath-AspGTC-171804	222635	119418	125407
nuclear-Ath-AspGTC-183754	23	14	22
nuclear-Ath-AspGTC-183755	3	2	97
nuclear-Ath-AspGTC-183756	42	25	12478
nuclear-Ath-AspGTC-183757	17	18	2993
nuclear-Ath-CysGCA-171684	4	0	0
nuclear-Ath-CysGCA-171742	0	0	0
nuclear-Ath-CysGCA-171756	3	1	3
nuclear-Ath-CysGCA-171757	33218	7422	22321
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	18	5	139
nuclear-Ath-CysGCA-171762	1	0	57
nuclear-Ath-CysGCA-183716	0	0	20
nuclear-Ath-CysGCA-183742	1	0	0
nuclear-Ath-CysGCA-183745	1	1	0
nuclear-Ath-GlnCTG-171763	9	9	42
nuclear-Ath-GlnCTG-171765	4803	938	1913
nuclear-Ath-GlnCTG-171773	18165	2828	5201
nuclear-Ath-GlnCTG-171774	35805	7658	14876
nuclear-Ath-GlnCTG-171775	17306	2795	4263
nuclear-Ath-GlnTTG-171777	130352	40788	77390
nuclear-Ath-GlnTTG-183749	196	61	39
nuclear-Ath-GluCTC-171821	41	9	36
nuclear-Ath-GluCTC-171824	8468	1674	3409
nuclear-Ath-GluCTC-171825	64615	11225	31821
nuclear-Ath-GluCTC-183765	7	0	26
nuclear-Ath-GluTTC-171820	11	2	71
nuclear-Ath-GluTTC-171822	11	4	24
nuclear-Ath-GluTTC-171826	125348	26588	61272
nuclear-Ath-GluTTC-183764	12518	2682	9838
nuclear-Ath-GlyCCC-171713	90193	33734	76708
nuclear-Ath-GlyGCC-171688	17	13	48
